regime,strategy,horizon_years,paths,median_cagr,p10_cagr,p01_cagr,prob_beat_1x,prob_dd_gt_50,prob_dd_gt_70,prob_dd_gt_90,median_max_dd,p10_max_dd,prob_terminal_below_start,prob_terminal_below_0p1
soft_landing_disinflation,LETF_2x_BH,10,2500,0.13950417266318826,-0.010592465141800731,-0.11867417793424322,0.7568,0.6876,0.1988,0.008,-0.5708124827810559,-0.7617421421758056,0.1164,0.0004
soft_landing_disinflation,LETF_2x_BH,20,2500,0.1369864162274994,0.029728030042518137,-0.05377866408205599,0.8228,0.9032,0.3732,0.026,-0.6562747459411862,-0.8196362715930292,0.05,0.0016
soft_landing_disinflation,LETF_2x_BH,40,2500,0.13997901689474113,0.05455050297751771,-0.008808738439589356,0.8884,0.9876,0.6088,0.0628,-0.7319499347605701,-0.8747257000848808,0.0144,0.0008
soft_landing_disinflation,LETF_3x_BH,10,2500,0.16934636078249365,-0.05803795985570107,-0.21638581975430055,0.722,0.9424,0.6244,0.1164,-0.7446451805217571,-0.9090578795681673,0.1668,0.012
soft_landing_disinflation,LETF_3x_BH,20,2500,0.16414128305436781,0.0017798765522332846,-0.1200699627996514,0.77,0.9964,0.8652,0.2532,-0.8287764463828612,-0.9484180576453269,0.098,0.0136
soft_landing_disinflation,LETF_3x_BH,40,2500,0.16818555008137082,0.03778015026212744,-0.056041788276973016,0.8432,1.0,0.9768,0.4572,-0.8909429791975348,-0.9740161113405207,0.0412,0.0104
soft_landing_disinflation,LETF_S9_35_12,10,2500,0.17811290910609956,0.03690084199466821,-0.06047752722334329,0.8792,0.3688,0.0256,0.0,-0.46703829194919705,-0.6165917464117149,0.0512,0.0
soft_landing_disinflation,LETF_S9_35_12,20,2500,0.1749760492494029,0.0721008005416854,-0.0023948362161192137,0.9468,0.6372,0.0704,0.0,-0.536184032369088,-0.6797136953011881,0.0108,0.0
soft_landing_disinflation,LETF_S9_35_12,40,2500,0.1810943350006532,0.09712107592392796,0.04075927746620421,0.988,0.8716,0.148,0.0004,-0.596472565179069,-0.7320123737587078,0.0,0.0
soft_landing_disinflation,LETF_S9_35_0,10,2500,0.16583055124582124,0.03170904823032019,-0.04289865163056001,0.8356,0.2844,0.0144,0.0,-0.44225180109267737,-0.5854839069767184,0.0472,0.0
soft_landing_disinflation,LETF_S9_35_0,20,2500,0.16628623898238615,0.06635044931938121,0.0041654843262665985,0.9228,0.5444,0.0484,0.0,-0.5118579989949705,-0.6510593427430995,0.0084,0.0
soft_landing_disinflation,LETF_S9_35_0,40,2500,0.1704469120993204,0.09353321131047307,0.03675925954697068,0.9748,0.7996,0.1064,0.0,-0.5739681285774648,-0.7057543149601546,0.0004,0.0
soft_landing_disinflation,FUT_VOL25,10,2500,0.1822827740652846,0.04233558167123091,-0.0686617983657171,0.9104,0.4644,0.0684,0.0004,-0.48948913464141713,-0.6679987129698467,0.0492,0.0004
soft_landing_disinflation,FUT_VOL25,20,2500,0.18174379178173616,0.07617667263885938,-0.0025692076552349596,0.964,0.7216,0.148,0.002,-0.5688947293670799,-0.7328598402880595,0.0104,0.0
soft_landing_disinflation,FUT_VOL25,40,2500,0.18488943144696368,0.10066572602807389,0.04607969883162724,0.9952,0.9244,0.2876,0.006,-0.6344298775665245,-0.7817045512882554,0.0004,0.0
soft_landing_disinflation,FUT_35_12,10,2500,0.19341911121121425,0.04888163580875522,-0.051241353784175186,0.9128,0.3372,0.0212,0.0,-0.4580317101207114,-0.604346291779144,0.0372,0.0
soft_landing_disinflation,FUT_35_12,20,2500,0.1902955823713336,0.08459323769091058,0.008294957178274387,0.9708,0.5928,0.0568,0.0,-0.5238725157680658,-0.663934686006541,0.0068,0.0
soft_landing_disinflation,FUT_35_12,40,2500,0.19645365699143758,0.11063618786779465,0.052683460937252236,0.996,0.8376,0.12,0.0,-0.5832212850923522,-0.7148534850322055,0.0,0.0
soft_landing_disinflation,FUT_35_0,10,2500,0.17859318479861885,0.04005826483314647,-0.036176783823241146,0.868,0.266,0.0116,0.0,-0.4370830086756627,-0.5786134072440519,0.0384,0.0
soft_landing_disinflation,FUT_35_0,20,2500,0.17882763556746673,0.0758784480817081,0.012481491260762428,0.9452,0.5156,0.0404,0.0,-0.5045854201315265,-0.6413994680824177,0.0052,0.0
soft_landing_disinflation,FUT_35_0,40,2500,0.18290606731468217,0.10405366418184733,0.04575982119946628,0.988,0.7688,0.0908,0.0,-0.5652472446256324,-0.6916231648469723,0.0,0.0
soft_landing_disinflation,FUT_40_0,10,2500,0.1802065987544852,0.037915030078483916,-0.043346648507775046,0.868,0.3408,0.0196,0.0,-0.45786016892541814,-0.6046391638797465,0.0444,0.0
soft_landing_disinflation,FUT_40_0,20,2500,0.18144176757753172,0.07500495892712475,0.006340733074803169,0.9412,0.6176,0.06,0.0,-0.528977072737649,-0.6662730278414785,0.0072,0.0
soft_landing_disinflation,FUT_40_0,40,2500,0.18620649584245652,0.10265724763756641,0.04234501379267631,0.9844,0.8504,0.1348,0.0,-0.5898268442431827,-0.7192253783849535,0.0004,0.0
soft_landing_disinflation,FUT_2x_200DMA,10,2500,0.13698993640622537,0.028825951809442342,-0.04046673284008745,0.7992,0.1604,0.0064,0.0,-0.3861590531197006,-0.5410643078061439,0.0468,0.0
soft_landing_disinflation,FUT_2x_200DMA,20,2500,0.1378835980701052,0.05620674222128008,0.005917574231572375,0.8708,0.338,0.0184,0.0,-0.454132833233078,-0.5980172623238171,0.0076,0.0
soft_landing_disinflation,FUT_2x_200DMA,40,2500,0.14254588803205404,0.0800192298119647,0.032021898265980474,0.9476,0.57,0.0436,0.0,-0.5172455881773965,-0.6489129479099458,0.0008,0.0
combined_hostile,MKT_1x,10,2500,-0.03075259830663235,-0.13327510673415746,-0.20902099206221328,0.0,0.8664,0.4448,0.046,-0.6786680981424749,-0.8609799668541785,0.6312,0.012
combined_hostile,MKT_1x,20,2500,-0.031737609181717696,-0.09980188412646165,-0.15977303906303802,0.0,0.9912,0.7892,0.2548,-0.8218613193652621,-0.9421659505851112,0.6988,0.0716
combined_hostile,MKT_1x,40,2500,-0.03049728783930522,-0.07923631544617138,-0.11408016657016395,0.0,1.0,0.9744,0.626,-0.9290097828063122,-0.9852654328414164,0.77,0.246
combined_hostile,LETF_1p5_BH,10,2500,-0.10636915849993495,-0.24731362861175565,-0.34535169727622217,0.0416,0.992,0.8688,0.406,-0.8752491424645852,-0.9699081594180241,0.7964,0.1832
combined_hostile,LETF_1p5_BH,20,2500,-0.10688493558453144,-0.2011861737767759,-0.2814904957380156,0.0064,1.0,0.9912,0.81,-0.9668849059687346,-0.9952087753882853,0.8888,0.4916
combined_hostile,LETF_1p5_BH,40,2500,-0.10570338060153361,-0.17418870775675666,-0.22121891432481397,0.0,1.0,1.0,0.9876,-0.9970132040314275,-0.9998129125282104,0.97,0.8024
combined_hostile,LETF_2x_BH,10,2500,-0.183563483898585,-0.3540526274038493,-0.46762395892129666,0.0336,1.0,0.9772,0.7412,-0.9569888264278922,-0.9943307567466829,0.858,0.444
combined_hostile,LETF_2x_BH,20,2500,-0.1835181685851724,-0.29899940799076735,-0.3948970832850867,0.0044,1.0,1.0,0.9704,-0.9953627890801641,-0.9997036150773903,0.9508,0.7528
combined_hostile,LETF_2x_BH,40,2500,-0.1821571397945706,-0.2665193501536377,-0.32607891215181,0.0,1.0,1.0,1.0,-0.999925917577374,-0.9999985551977221,0.994,0.9628
combined_hostile,LETF_3x_BH,10,2500,-0.35614294809928965,-0.5562109504282717,-0.6765275356508881,0.0204,1.0,1.0,0.9676,-0.9969638153989029,-0.9998922459781635,0.9368,0.766
combined_hostile,LETF_3x_BH,20,2500,-0.35676060987608854,-0.4958956329170521,-0.6008354004325177,0.0012,1.0,1.0,1.0,-0.9999675911930814,-0.9999996990413889,0.9876,0.9556
combined_hostile,LETF_3x_BH,40,2500,-0.3558932225980129,-0.4584774759258228,-0.5298032419216696,0.0,1.0,1.0,1.0,-0.9999999958622627,-0.9999999999940475,0.9996,0.9996
combined_hostile,LETF_S9_35_12,10,2500,-0.053790946093762226,-0.15374625522431853,-0.2244660978994408,0.3908,0.9768,0.6348,0.058,-0.7436914146306622,-0.878917566204893,0.7116,0.0208
combined_hostile,LETF_S9_35_12,20,2500,-0.05280343579939406,-0.11961238538030605,-0.1739744335481335,0.3456,0.9996,0.934,0.412,-0.8787897076909653,-0.9616802369076661,0.7832,0.1412
combined_hostile,LETF_S9_35_12,40,2500,-0.05011589631845603,-0.0987955085009501,-0.13647703453037124,0.2796,1.0,0.9976,0.8452,-0.9658546253802784,-0.9933532122261055,0.8756,0.4404
combined_hostile,LETF_S9_35_0,10,2500,-0.018479286675014084,-0.11368043022900419,-0.18193596792056715,0.576,0.852,0.3548,0.0112,-0.6449533949758397,-0.8139660976735874,0.5788,0.0036
combined_hostile,LETF_S9_35_0,20,2500,-0.01456403796021527,-0.082272131906758,-0.13782619064739973,0.6288,0.9876,0.7256,0.1424,-0.7749374138694609,-0.9133563900250081,0.5972,0.0364
combined_hostile,LETF_S9_35_0,40,2500,-0.013991619758497553,-0.06227497282137858,-0.09681554726323936,0.6564,1.0,0.952,0.464,-0.890945009946201,-0.9739140789900632,0.6248,0.1344
combined_hostile,FUT_VOL25,10,2500,-0.07056485340814977,-0.1861344053885291,-0.2802914065339168,0.2256,0.968,0.7188,0.1684,-0.7932657549989456,-0.9239722505388678,0.7468,0.0668
combined_hostile,FUT_VOL25,20,2500,-0.06902493147120842,-0.15305846222734548,-0.21167499717106153,0.1292,0.9992,0.9632,0.576,-0.9169774087538637,-0.9819325771847653,0.8536,0.2668
combined_hostile,FUT_VOL25,40,2500,-0.07053399400438498,-0.12284862380985713,-0.16833723363059516,0.0512,1.0,0.9992,0.9268,-0.9843007783151527,-0.9979751614758285,0.9432,0.6392
combined_hostile,FUT_35_12,10,2500,-0.04732835852598627,-0.14860268207088537,-0.22091277398843742,0.434,0.9712,0.6108,0.0492,-0.7337943385204033,-0.8736052512056282,0.6804,0.016
combined_hostile,FUT_35_12,20,2500,-0.046374967645909815,-0.11376551391135713,-0.1692605966218307,0.3984,0.9996,0.9172,0.3732,-0.8687921235844369,-0.9576576243355222,0.7552,0.1188
combined_hostile,FUT_35_12,40,2500,-0.043338846928831276,-0.09283998080006231,-0.13093056265761904,0.3576,1.0,0.996,0.8112,-0.9589266147514195,-0.9919362602728091,0.8428,0.3812
combined_hostile,FUT_35_0,10,2500,-0.013858703025125818,-0.11045397392704626,-0.18027013774957956,0.5984,0.844,0.3456,0.0108,-0.6396571824782413,-0.8104336626475259,0.5584,0.0024
combined_hostile,FUT_35_0,20,2500,-0.009880781001679828,-0.07854303314546933,-0.13433963541573096,0.6556,0.9864,0.7068,0.128,-0.7676905299817885,-0.9094289616295828,0.568,0.0324
combined_hostile,FUT_35_0,40,2500,-0.009237119651605452,-0.05821368896674438,-0.09360353914335513,0.6988,1.0,0.9432,0.4296,-0.8822232824557107,-0.9707742971439175,0.5804,0.112
combined_hostile,FUT_40_0,10,2500,-0.02449235779203146,-0.12628901584614752,-0.1985812501868373,0.552,0.9152,0.4644,0.0256,-0.6852773090552439,-0.8444367355910555,0.5956,0.0088
combined_hostile,FUT_40_0,20,2500,-0.01980258977521049,-0.0935024747050342,-0.1508418365255257,0.5972,0.998,0.8172,0.2184,-0.8171275294401503,-0.9363549869963388,0.618,0.0596
combined_hostile,FUT_40_0,40,2500,-0.01853751709896323,-0.0723973245116679,-0.10963884292668749,0.6156,1.0,0.9764,0.5828,-0.9191239544980017,-0.9835727331388644,0.6584,0.19
combined_hostile,FUT_2x_200DMA,10,2500,-0.014092244350388805,-0.12193285809447671,-0.19794308784040127,0.6156,0.9044,0.4468,0.026,-0.681139527126475,-0.8443035158710683,0.5596,0.0088
combined_hostile,FUT_2x_200DMA,20,2500,-0.006857523596409787,-0.08739032035047842,-0.15207694331550345,0.6608,0.9948,0.7916,0.1948,-0.80827027004055,-0.930147398629796,0.5404,0.0448
combined_hostile,FUT_2x_200DMA,40,2500,-0.006403389180304198,-0.06414690863412717,-0.10330731229860467,0.724,1.0,0.9716,0.5268,-0.9064218694964592,-0.9798997998499859,0.5548,0.138
sequence_shock_first5y,MKT_1x,10,2500,0.02976105589049749,-0.06175883382134848,-0.13541433567269684,0.0,0.6476,0.1864,0.0024,-0.5586249299809407,-0.7531329859853828,0.3496,0.0004
sequence_shock_first5y,MKT_1x,20,2500,0.057897347124962195,-0.0059904242939904035,-0.05807070586835816,0.0,0.7456,0.2288,0.0032,-0.5920124139768035,-0.7737942451551487,0.1256,0.0004
sequence_shock_first5y,MKT_1x,40,2500,0.07018779388855767,0.029520725527964697,-0.0035568031929060187,0.0,0.8712,0.298,0.0044,-0.6297087215667645,-0.7894537845349365,0.014,0.0
sequence_shock_first5y,LETF_1p5_BH,10,2500,0.0007255871510934986,-0.13348061607998377,-0.23614736186104662,0.2216,0.9396,0.6156,0.11,-0.7495345599449703,-0.9038918216699068,0.4988,0.0208
sequence_shock_first5y,LETF_1p5_BH,20,2500,0.043563139527947325,-0.05001684636340412,-0.12550697519435927,0.2972,0.9876,0.7228,0.1592,-0.7862794582809753,-0.9233712485719708,0.292,0.02
sequence_shock_first5y,LETF_1p5_BH,40,2500,0.06322843340453599,0.002219103010163415,-0.047702947468637534,0.3412,0.9976,0.8636,0.222,-0.8264891193949746,-0.9380803898125095,0.0932,0.006
sequence_shock_first5y,LETF_2x_BH,10,2500,-0.030760795696852583,-0.2012355090047377,-0.32864923378951766,0.2136,0.992,0.8664,0.384,-0.864776796124465,-0.9658238294615071,0.5788,0.0928
sequence_shock_first5y,LETF_2x_BH,20,2500,0.027738230253826823,-0.09553678183040723,-0.19291171373669788,0.2896,0.9996,0.9424,0.4788,-0.8950629576995768,-0.9771810381739936,0.4044,0.0792
sequence_shock_first5y,LETF_2x_BH,40,2500,0.05538170211287341,-0.02683881801986666,-0.09203591243734306,0.336,1.0,0.9864,0.6216,-0.9254607618531558,-0.984091790788856,0.1968,0.0416
sequence_shock_first5y,LETF_3x_BH,10,2500,-0.12512542614985467,-0.3502157580381282,-0.5035163724865317,0.1488,0.9992,0.988,0.8036,-0.9692235015996229,-0.9969618214553417,0.712,0.3396
sequence_shock_first5y,LETF_3x_BH,20,2500,-0.03722950345542442,-0.21138023063145098,-0.3431232862491271,0.2004,1.0,0.9992,0.9024,-0.9822630598583852,-0.998965758828348,0.588,0.3172
sequence_shock_first5y,LETF_3x_BH,40,2500,0.00908415852426292,-0.1109811612475119,-0.20141479311909816,0.1944,1.0,1.0,0.9744,-0.9915440999417753,-0.9996364986461549,0.468,0.2504
sequence_shock_first5y,LETF_S9_35_12,10,2500,0.04476203062550932,-0.07313720851120376,-0.14288291457114274,0.6288,0.8588,0.2616,0.0016,-0.6244701143784319,-0.7700101919190421,0.3196,0.0004
sequence_shock_first5y,LETF_S9_35_12,20,2500,0.08543829122651914,-0.0043112517887359475,-0.06860643313317231,0.734,0.9616,0.3952,0.0096,-0.6713412169364099,-0.8085918161436422,0.112,0.0008
sequence_shock_first5y,LETF_S9_35_12,40,2500,0.10714789281875425,0.04071390428524895,-0.0033876344382427932,0.8736,0.9984,0.5908,0.024,-0.7212826740127021,-0.8436344023965993,0.016,0.0004
sequence_shock_first5y,LETF_S9_35_0,10,2500,0.05778861853028838,-0.05356845144501545,-0.1227639006714038,0.6664,0.6636,0.1208,0.0004,-0.5520261004742343,-0.7131927376506216,0.262,0.0004
sequence_shock_first5y,LETF_S9_35_0,20,2500,0.0916105507467242,0.006215075122629755,-0.04831023523985359,0.7632,0.8672,0.2384,0.0024,-0.6136404264688371,-0.7645606348814041,0.08,0.0
sequence_shock_first5y,LETF_S9_35_0,40,2500,0.1081022002681089,0.046175551459585386,0.0004012876318300532,0.8568,0.9864,0.4124,0.0104,-0.6792862644766868,-0.8016132394606376,0.01,0.0
sequence_shock_first5y,FUT_VOL25,10,2500,0.02985043430700829,-0.09107088565366515,-0.17522366453762508,0.5228,0.8792,0.4112,0.0208,-0.6671806936076958,-0.8366572459097497,0.3768,0.0044
sequence_shock_first5y,FUT_VOL25,20,2500,0.07553756104952736,-0.016826762561383445,-0.08267686068895616,0.6724,0.9684,0.5376,0.0428,-0.7130170741237665,-0.8610926571109156,0.1592,0.0032
sequence_shock_first5y,FUT_VOL25,40,2500,0.09668328055892683,0.03295405328788472,-0.01683540345955595,0.8156,0.998,0.7232,0.0712,-0.7659494567136604,-0.8858604519404175,0.0224,0.0008
sequence_shock_first5y,FUT_35_12,10,2500,0.053779185833535026,-0.06584732183180668,-0.1366482668328846,0.6776,0.846,0.2384,0.0012,-0.6144097681002689,-0.7608251583682758,0.2884,0.0004
sequence_shock_first5y,FUT_35_12,20,2500,0.09588682558596529,0.004841531536439736,-0.06140759091266406,0.8112,0.9536,0.3556,0.0068,-0.6589062062260371,-0.7986829001992153,0.088,0.0004
sequence_shock_first5y,FUT_35_12,40,2500,0.1185065517798749,0.05091466204703872,0.005250817536971756,0.9304,0.9964,0.5372,0.0144,-0.7088347222954673,-0.8297802713314519,0.0068,0.0
sequence_shock_first5y,FUT_35_0,10,2500,0.06503980419155309,-0.048545578661515085,-0.11884856796157088,0.7,0.6504,0.1144,0.0004,-0.5465725796107106,-0.7067638009511092,0.2396,0.0004
sequence_shock_first5y,FUT_35_0,20,2500,0.10019964798964864,0.012731758549569629,-0.04291150256841189,0.8076,0.8548,0.2216,0.0016,-0.6075828369693332,-0.7567552451587254,0.0656,0.0
sequence_shock_first5y,FUT_35_0,40,2500,0.11717717172107045,0.05402668140268339,0.007177280288683224,0.9056,0.9816,0.382,0.0092,-0.6709530755551332,-0.7922180057498551,0.006,0.0
sequence_shock_first5y,FUT_40_0,10,2500,0.06321876499689283,-0.05747021630428294,-0.13190023745614798,0.6844,0.7616,0.186,0.0008,-0.5839300534513774,-0.7467576353933977,0.2604,0.0004
sequence_shock_first5y,FUT_40_0,20,2500,0.10156845010026438,0.007610486710942336,-0.05177377799478187,0.8012,0.9264,0.3216,0.0044,-0.643854938613057,-0.7907275452524428,0.0796,0.0
sequence_shock_first5y,FUT_40_0,40,2500,0.119428493110739,0.051016821673944945,0.0009049287685942854,0.9036,0.9952,0.5144,0.0156,-0.7030379276789662,-0.824098111585292,0.01,0.0
sequence_shock_first5y,FUT_2x_200DMA,10,2500,0.05390427388535346,-0.0570962623634381,-0.1328886595120234,0.6576,0.724,0.1828,0.0028,-0.5766613795165334,-0.747129938797445,0.2744,0.0
sequence_shock_first5y,FUT_2x_200DMA,20,2500,0.08718262043888514,0.0014021642338592388,-0.05277111704534331,0.756,0.858,0.2696,0.0052,-0.6212384031560904,-0.7870968058270873,0.0924,0.0
sequence_shock_first5y,FUT_2x_200DMA,40,2500,0.1019108989955817,0.04125427377316511,-0.002859205921347586,0.8344,0.9708,0.4068,0.0124,-0.6757613989644726,-0.8163937595620673,0.0128,0.0
